username,score,bio,friends_count,streaks,label
daniel_f,681,Fashion designer | PR welcome,635,2282,0
mark_adventure,1757,Podcaster | interviewing founders,248,1976,0
free_follower_bot,169,,5,0,1
mike_2023,1063,Freelance illustrator | art prints available,316,1971,0
follow_back_101,179,crypto signals ✅ 99% win rate,0,0,1
q7w8e9r0t1y2,211,🔞 link in bio,13,0,1
paul_runs,1363,Yoga instructor | wellness coach 🧘,252,1295,0
zz_promo_zz,195,earn $500/day 👇,9,0,1
free_follower_bot,6,,11,0,1
tradebot_fx,179,Click link below 💰,13,0,1
nina_art,2750,Architect | sustainable design,665,2382,0
chef_marco,500,Blogger | Lifestyle & wellness,421,15,0
amy_joy,500,photographer | travel 📷,247,1965,0
dev_pete,500,Data scientist | ML researcher,73,498,0
everyday_elena,1452,Nurse practitioner | women's health advocate,463,1684,0
a8f7d3k9p2,210,Real estate investor | DM for passive income secrets,9,0,1
nina_art,1156,Retired engineer | amateur astronomer 🔭,715,1298,0
9182736450,91,,1,0,1
earn_fast_2024,182,promo available 📩,3,0,1
99882736450,37,Click link below 💰,9,0,1
xXx_profit_xXx,233,FREE BTC airdrop → link in bio,10,0,1
1234567890ab,208,♻️ repost to win $1000,3,0,1
zz_promo_zz,210,Click link below 💰,11,0,1
nina_art,500,mom of 3 | foodie 🍕,335,209,0
99882736450,23,promo available 📩,9,0,1
bot_account_7,247,,11,0,1
bot_account_7,236,📈 passive income daily,8,0,1
bot_account_7,236,,11,0,1
get_rich_88,256,follow for follow back,7,0,1
crypto_king_9999,176,FREE BTC airdrop → link in bio,11,0,1
nft_dropper_69,191,Real estate investor | DM for passive income secrets,7,0,1
paul_runs,1316,Freelance illustrator | art prints available,665,1982,0
nina_art,500,Marketing professional | keynote speaker,458,935,0
mike_2023,500,fitness coach 💪 DM for plans,307,1649,0
emma.j,1256,Teacher & lifelong learner 📚,221,1020,0
xXx_profit_xXx,69,promo available 📩,6,0,1
sarah_smith,515,Fashion designer | PR welcome,376,305,0
q7w8e9r0t1y2,210,earn $500/day 👇,0,0,1
mark_adventure,500,Medical student | future doctor 🩺,105,2135,0
creative_dan,561,Fashion designer | PR welcome,513,2008,0
chef_marco,841,Developer | Open source enthusiast,178,854,0
tom_techie,500,Retired engineer | amateur astronomer 🔭,987,962,0
amy_joy,500,Freelance illustrator | art prints available,267,325,0
tom_techie,1514,High school teacher | making STEM fun,161,2081,0
dev_pete,500,High school teacher | making STEM fun,258,1952,0
user8374629,81,📈 passive income daily,11,0,1
sarah_smith,500,Fashion designer | PR welcome,422,2323,0
journeys_with_kai,619,software engineer @ Google,456,489,0
user8374629,158,Click link below 💰,6,0,1
chef_marco,1202,UX designer @Meta,156,2130,0
daniel_f,500,High school teacher | making STEM fun,134,654,0
real_human_01234,86,🔞 link in bio,2,0,1
sarah_smith,699,Artist | Digital creator ✨,422,1519,0
sarah_smith,1817,photographer | travel 📷,386,68,0
zz_promo_zz,73,Get free followers — click bio link,9,0,1
nft_dropper_69,280,promo available 📩,13,0,1
nina_art,2145,Medical student | future doctor 🩺,544,1798,0
99882736450,251,,4,0,1
crypto_king_9999,247,Real estate investor | DM for passive income secrets,12,0,1
get_rich_88,108,Get free followers — click bio link,3,0,1
fit_jessica,500,Dog lover 🐾 | Hiking | Books,638,1059,0
botanist_beth,1583,News journalist @NYT,570,1246,0
the_real_sam,1302,High school teacher | making STEM fun,483,777,0
tradebot_fx,210,investment advisor DM me,13,0,1
the_real_sam,500,Nurse practitioner | women's health advocate,283,1276,0
airdrop_winner99,147,DM me to grow your account fast,14,0,1
mark_adventure,500,UX designer @Meta,692,444,0
9182736450,94,NFT investor | crypto tips,14,0,1
get_rich_88,114,follow for follow back,6,0,1
1234567890ab,140,NFT investor | crypto tips,14,0,1
everyday_elena,1406,Yoga instructor | wellness coach 🧘,909,2386,0
a8f7d3k9p2,150,,12,0,1
mark_adventure,900,Nurse practitioner | women's health advocate,869,246,0
paul_runs,500,Marketing professional | keynote speaker,484,323,0
code_master,500,Artist | Digital creator ✨,643,586,0
xXx_profit_xXx,284,,13,0,1
chef_marco,500,Yoga instructor | wellness coach 🧘,837,130,0
tradebot_fx,69,🔞 link in bio,11,0,1
bot_account_7,122,promo available 📩,1,0,1
alex_travel,1322,Dance teacher | choreographer,399,2050,0
earn_fast_2024,205,♻️ repost to win $1000,6,0,1
chef_marco,1274,software engineer @ Google,627,61,0
amy_joy,500,Environmental activist 🌱,459,969,0
daniel_f,1200,Podcaster | interviewing founders,103,2250,0
chef_marco,500,Traveler | 50+ countries visited ✈️,814,314,0
sarah_smith,2302,Medical student | future doctor 🩺,689,980,0
nina_art,500,Wildlife photographer based in Kenya,781,1840,0
daniel_f,1065,Yoga instructor | wellness coach 🧘,142,712,0
nft_dropper_69,228,,9,0,1
9182736450,142,follow for follow back,8,0,1
amy_joy,519,Entrepreneur | Founder @startup,369,1361,0
lisa_writes,500,Entrepreneur | Founder @startup,91,2345,0
john_doe,500,Musician. Coffee addict. ☕,592,800,0
everyday_elena,4313,News journalist @NYT,439,1681,0
emma.j,619,Musician. Coffee addict. ☕,376,1588,0
amy_joy,894,Chef | Recipe creator 🍳,81,2022,0
9182736450,219,promo available 📩,5,0,1
q7w8e9r0t1y2,121,btc eth airdrop free coins,7,0,1
daniel_f,500,Dance teacher | choreographer,536,494,0
99882736450,150,Real estate investor | DM for passive income secrets,14,0,1
amy_joy,500,Environmental activist 🌱,367,655,0
the_real_sam,500,fitness coach 💪 DM for plans,112,2024,0
botanist_beth,589,Architect | sustainable design,410,1757,0
botanist_beth,1017,photographer | travel 📷,959,617,0
real_human_01234,38,follow for follow back,13,0,1
lena_captures,500,Freelance illustrator | art prints available,431,1127,0
acc29471838,49,investment advisor DM me,1,0,1
chris_builds,709,High school teacher | making STEM fun,993,798,0
real_human_01234,114,,13,0,1
creative_dan,500,mom of 3 | foodie 🍕,37,1893,0
bot_account_7,65,promo available 📩,13,0,1
fit_jessica,500,Freelance illustrator | art prints available,507,1172,0
paul_runs,500,Architect | sustainable design,619,1333,0
john_doe,929,Musician. Coffee addict. ☕,913,1859,0
9182736450,11,btc eth airdrop free coins,10,0,1
acc29471838,40,Get free followers — click bio link,0,0,1
the_real_sam,1135,UX designer @Meta,676,1319,0
bot_account_7,55,,13,0,1
crypto_king_9999,94,DM me to grow your account fast,6,0,1
tradebot_fx,50,,1,0,1
lena_captures,5279,Teacher & lifelong learner 📚,703,2327,0
surf_with_evan,500,Entrepreneur | Founder @startup,813,640,0
daniel_f,680,Artist | Digital creator ✨,388,2187,0
surf_with_evan,500,Fashion designer | PR welcome,125,408,0
crypto_king_9999,58,btc eth airdrop free coins,11,0,1
tom_techie,500,Blogger | Lifestyle & wellness,708,1860,0
bot_account_7,231,promo available 📩,12,0,1
lena_captures,1140,Traveler | 50+ countries visited ✈️,886,2157,0
xXx_profit_xXx,279,,7,0,1
chris_builds,2684,Musician. Coffee addict. ☕,85,648,0
dev_pete,500,Developer | Open source enthusiast,821,1691,0
free_followers_now,123,,5,0,1
airdrop_winner99,29,,2,0,1
journeys_with_kai,500,Blogger | Lifestyle & wellness,29,2154,0
botanist_beth,1653,Nurse practitioner | women's health advocate,77,1826,0
follow_back_101,205,btc eth airdrop free coins,0,0,1
follow_back_101,81,crypto signals ✅ 99% win rate,12,0,1
emma.j,5588,UX designer @Meta,242,1802,0
john_doe,669,Teacher & lifelong learner 📚,213,647,0
get_rich_88,115,earn $500/day 👇,4,0,1
free_followers_now,188,DM me to grow your account fast,3,0,1
tom_techie,500,Artist | Digital creator ✨,17,1277,0
free_followers_now,48,investment advisor DM me,1,0,1
real_human_01234,281,NFT investor | crypto tips,10,0,1
q7w8e9r0t1y2,170,crypto signals ✅ 99% win rate,8,0,1
xXx_profit_xXx,262,btc eth airdrop free coins,3,0,1
mike_2023,869,High school teacher | making STEM fun,571,2173,0
free_followers_now,74,♻️ repost to win $1000,11,0,1
lisa_writes,1206,fitness coach 💪 DM for plans,221,2050,0
zz_promo_zz,83,♻️ repost to win $1000,4,0,1
follow_back_101,194,NFT investor | crypto tips,6,0,1
paul_runs,500,Artist | Digital creator ✨,478,249,0
earn_fast_2024,40,DM me to grow your account fast,10,0,1
free_follower_bot,218,,10,0,1
airdrop_winner99,50,,2,0,1
xXx_profit_xXx,18,follow for follow back,4,0,1
creative_dan,1354,Blogger | Lifestyle & wellness,977,483,0
free_followers_now,132,,3,0,1
1234567890ab,286,earn $500/day 👇,13,0,1
99882736450,254,Real estate investor | DM for passive income secrets,9,0,1
chris_builds,654,Teacher & lifelong learner 📚,398,529,0
fit_jessica,7376,UX designer @Meta,891,1800,0
zz_promo_zz,22,,7,0,1
grace_beauty,734,Nurse practitioner | women's health advocate,136,1075,0
surf_with_evan,1033,High school teacher | making STEM fun,120,1371,0
botanist_beth,500,Data scientist | ML researcher,172,555,0
earn_fast_2024,8,,12,0,1
nina_art,1000,Retired engineer | amateur astronomer 🔭,411,1944,0
chris_builds,688,Entrepreneur | Founder @startup,658,850,0
free_follower_bot,187,follow for follow back,7,0,1
emma.j,2051,Gaming streamer | Twitch partner 🎮,404,311,0
user8374629,10,promo available 📩,5,0,1
free_followers_now,70,Click link below 💰,1,0,1
free_follower_bot,137,📈 passive income daily,14,0,1
q7w8e9r0t1y2,263,🔞 link in bio,1,0,1
acc29471838,256,FREE BTC airdrop → link in bio,8,0,1
user8374629,214,follow for follow back,13,0,1
mindful_maya,500,Yoga instructor | wellness coach 🧘,777,1105,0
lisa_writes,500,Yoga instructor | wellness coach 🧘,243,2484,0
chris_builds,500,Marketing professional | keynote speaker,39,1141,0
fit_jessica,821,Freelance illustrator | art prints available,662,1877,0
alex_travel,1899,Developer | Open source enthusiast,268,340,0
journeys_with_kai,599,Chef | Recipe creator 🍳,390,1815,0
mark_adventure,616,Traveler | 50+ countries visited ✈️,85,504,0
daniel_f,588,Podcaster | interviewing founders,622,2470,0
q7w8e9r0t1y2,179,♻️ repost to win $1000,5,0,1
real_human_01234,188,🔞 link in bio,9,0,1
daniel_f,1522,software engineer @ Google,906,1540,0
get_rich_88,15,Get free followers — click bio link,4,0,1
1234567890ab,282,investment advisor DM me,12,0,1
crypto_king_9999,282,investment advisor DM me,2,0,1
dev_pete,500,Freelance illustrator | art prints available,916,1427,0
photo_by_anna,3470,mom of 3 | foodie 🍕,73,173,0
journeys_with_kai,1483,High school teacher | making STEM fun,401,2079,0
get_rich_88,126,Click link below 💰,4,0,1
fit_jessica,640,News journalist @NYT,396,780,0
paul_runs,500,Gaming streamer | Twitch partner 🎮,551,447,0
everyday_elena,500,photographer | travel 📷,314,2096,0
real_human_01234,179,btc eth airdrop free coins,0,0,1
fit_jessica,950,Fashion designer | PR welcome,359,295,0
earn_fast_2024,48,NFT investor | crypto tips,4,0,1
1234567890ab,27,crypto signals ✅ 99% win rate,10,0,1
q7w8e9r0t1y2,232,Get free followers — click bio link,11,0,1
airdrop_winner99,265,,1,0,1
mindful_maya,5825,Data scientist | ML researcher,283,1380,0
code_master,979,Entrepreneur | Founder @startup,129,2247,0
follow_back_101,265,,0,0,1
lisa_writes,591,Dog lover 🐾 | Hiking | Books,260,804,0
the_real_sam,500,Traveler | 50+ countries visited ✈️,13,2464,0
amy_joy,2522,Teacher & lifelong learner 📚,605,1690,0
mark_adventure,937,Developer | Open source enthusiast,852,906,0
a8f7d3k9p2,170,investment advisor DM me,14,0,1
chris_builds,500,Developer | Open source enthusiast,985,386,0
get_rich_88,93,FREE BTC airdrop → link in bio,1,0,1
airdrop_winner99,139,Get free followers — click bio link,5,0,1
free_follower_bot,139,,3,0,1
real_human_01234,116,Get free followers — click bio link,11,0,1
airdrop_winner99,208,crypto signals ✅ 99% win rate,10,0,1
1234567890ab,174,,2,0,1
1234567890ab,255,,6,0,1
nft_dropper_69,265,btc eth airdrop free coins,11,0,1
acc29471838,137,FREE BTC airdrop → link in bio,11,0,1
dev_pete,2188,Marketing professional | keynote speaker,970,1455,0
chris_builds,2344,Dance teacher | choreographer,730,1312,0
free_followers_now,262,,9,0,1
dev_pete,500,Retired engineer | amateur astronomer 🔭,668,704,0
free_followers_now,6,,4,0,1
mindful_maya,1848,Traveler | 50+ countries visited ✈️,518,1934,0
crypto_king_9999,145,,9,0,1
nina_art,1035,fitness coach 💪 DM for plans,678,64,0
sarah_smith,500,Medical student | future doctor 🩺,195,149,0
free_follower_bot,183,FREE BTC airdrop → link in bio,12,0,1
alex_travel,870,Yoga instructor | wellness coach 🧘,40,2383,0
user8374629,261,FREE BTC airdrop → link in bio,2,0,1
everyday_elena,500,Freelance illustrator | art prints available,621,689,0
follow_back_101,35,Get free followers — click bio link,1,0,1
surf_with_evan,500,Medical student | future doctor 🩺,31,1281,0
9182736450,289,,1,0,1
fit_jessica,2353,fitness coach 💪 DM for plans,873,859,0
grace_beauty,500,Data scientist | ML researcher,504,1423,0
crypto_king_9999,281,btc eth airdrop free coins,1,0,1
mark_adventure,500,Yoga instructor | wellness coach 🧘,600,316,0
mike_2023,500,Medical student | future doctor 🩺,366,548,0
real_human_01234,241,♻️ repost to win $1000,8,0,1
paul_runs,1538,Marketing professional | keynote speaker,116,1189,0
free_follower_bot,101,earn $500/day 👇,11,0,1
real_human_01234,255,,12,0,1
follow_back_101,95,,1,0,1
mindful_maya,500,Dance teacher | choreographer,970,1161,0
mike_2023,500,Freelance illustrator | art prints available,620,1857,0
9182736450,75,DM me to grow your account fast,12,0,1
john_doe,500,photographer | travel 📷,620,403,0
tom_techie,500,Chef | Recipe creator 🍳,125,1092,0
tom_techie,591,Entrepreneur | Founder @startup,987,1522,0
acc29471838,114,,5,0,1
nft_dropper_69,290,,0,0,1
sarah_smith,500,Fashion designer | PR welcome,203,2031,0
airdrop_winner99,271,,7,0,1
99882736450,75,FREE BTC airdrop → link in bio,12,0,1
crypto_king_9999,91,Real estate investor | DM for passive income secrets,13,0,1
follow_back_101,257,Click link below 💰,0,0,1
1234567890ab,75,investment advisor DM me,9,0,1
zz_promo_zz,228,investment advisor DM me,10,0,1
photo_by_anna,500,Yoga instructor | wellness coach 🧘,148,1781,0
the_real_sam,1148,Podcaster | interviewing founders,54,789,0
get_rich_88,172,follow for follow back,8,0,1
john_doe,4724,Gaming streamer | Twitch partner 🎮,490,1143,0
earn_fast_2024,5,,7,0,1
airdrop_winner99,232,FREE BTC airdrop → link in bio,11,0,1
1234567890ab,27,📈 passive income daily,1,0,1
john_doe,500,Dance teacher | choreographer,66,859,0
mindful_maya,3494,Gaming streamer | Twitch partner 🎮,375,2172,0
airdrop_winner99,241,Click link below 💰,4,0,1
tradebot_fx,0,,8,0,1
user8374629,229,♻️ repost to win $1000,3,0,1
nft_dropper_69,166,,12,0,1
grace_beauty,500,mom of 3 | foodie 🍕,54,680,0
lisa_writes,2173,UX designer @Meta,329,1403,0
grace_beauty,500,Chef | Recipe creator 🍳,388,596,0
xXx_profit_xXx,184,DM me to grow your account fast,6,0,1
real_human_01234,200,Get free followers — click bio link,11,0,1
code_master,500,Environmental activist 🌱,694,599,0
surf_with_evan,940,Data scientist | ML researcher,904,924,0
b.scott.official,1045,Fashion designer | PR welcome,852,2262,0
emma.j,500,Yoga instructor | wellness coach 🧘,658,1140,0
grace_beauty,500,Traveler | 50+ countries visited ✈️,89,703,0
9182736450,175,🔞 link in bio,1,0,1
tradebot_fx,215,Real estate investor | DM for passive income secrets,4,0,1
a8f7d3k9p2,91,promo available 📩,5,0,1
crypto_king_9999,95,btc eth airdrop free coins,7,0,1
free_followers_now,113,FREE BTC airdrop → link in bio,12,0,1
follow_back_101,139,,10,0,1
the_real_sam,500,mom of 3 | foodie 🍕,614,184,0
xXx_profit_xXx,39,earn $500/day 👇,5,0,1
earn_fast_2024,20,,10,0,1
tom_techie,1399,Nurse practitioner | women's health advocate,481,602,0
free_followers_now,81,,7,0,1
amy_joy,500,Yoga instructor | wellness coach 🧘,876,944,0
9182736450,147,promo available 📩,4,0,1
nft_dropper_69,296,♻️ repost to win $1000,7,0,1
mike_2023,689,mom of 3 | foodie 🍕,678,1325,0
everyday_elena,500,mom of 3 | foodie 🍕,329,2270,0
99882736450,11,investment advisor DM me,9,0,1
get_rich_88,250,DM me to grow your account fast,11,0,1
acc29471838,214,,5,0,1
99882736450,288,,11,0,1
grace_beauty,500,Environmental activist 🌱,730,1463,0
a8f7d3k9p2,256,promo available 📩,5,0,1
daniel_f,1677,Nurse practitioner | women's health advocate,300,1604,0
code_master,1823,Yoga instructor | wellness coach 🧘,991,1167,0
b.scott.official,500,Musician. Coffee addict. ☕,286,1706,0
john_doe,2079,Dance teacher | choreographer,211,492,0
emma.j,1190,Fashion designer | PR welcome,37,614,0
chris_builds,804,News journalist @NYT,346,2482,0
free_followers_now,174,FREE BTC airdrop → link in bio,5,0,1
everyday_elena,1080,photographer | travel 📷,976,1781,0
mindful_maya,1291,fitness coach 💪 DM for plans,294,1291,0
chris_builds,3538,Dog lover 🐾 | Hiking | Books,395,1516,0
free_followers_now,92,investment advisor DM me,1,0,1
99882736450,277,📈 passive income daily,2,0,1
user8374629,141,DM me to grow your account fast,1,0,1
bot_account_7,260,follow for follow back,11,0,1
alex_travel,500,fitness coach 💪 DM for plans,812,1560,0
journeys_with_kai,500,Nurse practitioner | women's health advocate,527,862,0
bot_account_7,273,♻️ repost to win $1000,2,0,1
amy_joy,500,Teacher & lifelong learner 📚,406,1593,0
tradebot_fx,200,,9,0,1
xXx_profit_xXx,7,DM me to grow your account fast,0,0,1
lena_captures,500,fitness coach 💪 DM for plans,40,2483,0
the_real_sam,673,Dog lover 🐾 | Hiking | Books,205,488,0
get_rich_88,146,Get free followers — click bio link,7,0,1
daniel_f,512,Gaming streamer | Twitch partner 🎮,711,919,0
1234567890ab,109,,6,0,1
tradebot_fx,234,DM me to grow your account fast,4,0,1
amy_joy,831,High school teacher | making STEM fun,731,831,0
real_human_01234,83,♻️ repost to win $1000,4,0,1
paul_runs,1628,Architect | sustainable design,556,183,0
journeys_with_kai,500,Traveler | 50+ countries visited ✈️,509,1710,0
lena_captures,500,Gaming streamer | Twitch partner 🎮,52,141,0
nina_art,500,Blogger | Lifestyle & wellness,362,988,0
code_master,500,Architect | sustainable design,12,1663,0
emma.j,500,UX designer @Meta,506,1407,0
nft_dropper_69,145,Click link below 💰,12,0,1
xXx_profit_xXx,67,investment advisor DM me,1,0,1
code_master,500,Dog lover 🐾 | Hiking | Books,939,442,0
paul_runs,500,software engineer @ Google,965,2190,0
get_rich_88,87,DM me to grow your account fast,3,0,1
emma.j,876,Entrepreneur | Founder @startup,340,2074,0
99882736450,286,🔞 link in bio,0,0,1
daniel_f,500,Teacher & lifelong learner 📚,846,1848,0
tom_techie,1367,Dog lover 🐾 | Hiking | Books,661,1583,0
john_doe,500,Traveler | 50+ countries visited ✈️,761,2477,0
acc29471838,14,,6,0,1
botanist_beth,3075,UX designer @Meta,364,2016,0
tom_techie,1180,software engineer @ Google,525,2000,0
real_human_01234,254,,13,0,1
the_real_sam,500,Developer | Open source enthusiast,853,1074,0
everyday_elena,1596,News journalist @NYT,645,543,0
9182736450,3,Real estate investor | DM for passive income secrets,2,0,1
nft_dropper_69,227,Click link below 💰,8,0,1
nina_art,500,High school teacher | making STEM fun,245,381,0
mark_adventure,500,Yoga instructor | wellness coach 🧘,657,394,0
earn_fast_2024,175,Real estate investor | DM for passive income secrets,12,0,1
1234567890ab,220,🔞 link in bio,4,0,1
paul_runs,834,Chef | Recipe creator 🍳,697,1030,0
grace_beauty,500,Yoga instructor | wellness coach 🧘,530,1686,0
chris_builds,1013,Wildlife photographer based in Kenya,984,939,0
bot_account_7,154,🔞 link in bio,9,0,1
q7w8e9r0t1y2,293,,7,0,1
a8f7d3k9p2,78,crypto signals ✅ 99% win rate,8,0,1
mark_adventure,1653,Fashion designer | PR welcome,835,398,0
free_followers_now,241,,14,0,1
nft_dropper_69,42,,12,0,1
fit_jessica,500,software engineer @ Google,951,538,0
lisa_writes,1923,Fashion designer | PR welcome,531,206,0
john_doe,500,Blogger | Lifestyle & wellness,229,1163,0
code_master,500,Freelance illustrator | art prints available,515,491,0
airdrop_winner99,188,btc eth airdrop free coins,12,0,1
everyday_elena,500,Nurse practitioner | women's health advocate,367,453,0
tom_techie,4409,Wildlife photographer based in Kenya,118,1228,0
9182736450,133,NFT investor | crypto tips,8,0,1
tradebot_fx,91,crypto signals ✅ 99% win rate,11,0,1
paul_runs,843,High school teacher | making STEM fun,649,2104,0
free_follower_bot,32,,11,0,1
free_follower_bot,182,♻️ repost to win $1000,7,0,1
amy_joy,2339,fitness coach 💪 DM for plans,142,76,0
99882736450,271,🔞 link in bio,3,0,1
creative_dan,2464,Traveler | 50+ countries visited ✈️,26,1296,0
xXx_profit_xXx,238,crypto signals ✅ 99% win rate,13,0,1
airdrop_winner99,24,♻️ repost to win $1000,1,0,1
crypto_king_9999,68,📈 passive income daily,10,0,1
get_rich_88,15,Click link below 💰,0,0,1
grace_beauty,500,Freelance illustrator | art prints available,31,8,0
nina_art,500,Artist | Digital creator ✨,257,1464,0
paul_runs,500,UX designer @Meta,783,1739,0
earn_fast_2024,275,📈 passive income daily,14,0,1
follow_back_101,140,🔞 link in bio,2,0,1
99882736450,102,Click link below 💰,7,0,1
tom_techie,500,Freelance illustrator | art prints available,672,413,0
paul_runs,500,Blogger | Lifestyle & wellness,529,2177,0
mark_adventure,5976,High school teacher | making STEM fun,602,123,0
mark_adventure,500,Dance teacher | choreographer,182,995,0
fit_jessica,784,High school teacher | making STEM fun,87,2158,0
get_rich_88,81,btc eth airdrop free coins,4,0,1
1234567890ab,22,Get free followers — click bio link,12,0,1
earn_fast_2024,228,,5,0,1
xXx_profit_xXx,147,,1,0,1
john_doe,3649,Environmental activist 🌱,647,645,0
acc29471838,244,,13,0,1
nft_dropper_69,179,♻️ repost to win $1000,9,0,1
zz_promo_zz,196,Real estate investor | DM for passive income secrets,0,0,1
1234567890ab,28,earn $500/day 👇,11,0,1
a8f7d3k9p2,45,earn $500/day 👇,5,0,1
everyday_elena,500,Musician. Coffee addict. ☕,472,2311,0
acc29471838,262,crypto signals ✅ 99% win rate,9,0,1
photo_by_anna,500,Retired engineer | amateur astronomer 🔭,244,2136,0
nina_art,500,Retired engineer | amateur astronomer 🔭,78,1465,0
zz_promo_zz,261,DM me to grow your account fast,7,0,1
xXx_profit_xXx,54,earn $500/day 👇,4,0,1
airdrop_winner99,174,Real estate investor | DM for passive income secrets,0,0,1
amy_joy,2606,Medical student | future doctor 🩺,222,918,0
paul_runs,1007,Podcaster | interviewing founders,770,25,0
amy_joy,500,High school teacher | making STEM fun,877,2371,0
earn_fast_2024,70,,1,0,1
user8374629,43,Get free followers — click bio link,0,0,1
bot_account_7,275,,14,0,1
airdrop_winner99,102,DM me to grow your account fast,1,0,1
mark_adventure,1284,fitness coach 💪 DM for plans,489,2495,0
nina_art,500,Musician. Coffee addict. ☕,691,95,0
1234567890ab,81,,3,0,1
q7w8e9r0t1y2,121,🔞 link in bio,4,0,1
alex_travel,500,Podcaster | interviewing founders,142,563,0
amy_joy,500,Retired engineer | amateur astronomer 🔭,668,792,0
daniel_f,500,Environmental activist 🌱,864,563,0
zz_promo_zz,70,,13,0,1
follow_back_101,138,FREE BTC airdrop → link in bio,1,0,1
xXx_profit_xXx,213,earn $500/day 👇,14,0,1
bot_account_7,214,Real estate investor | DM for passive income secrets,12,0,1
everyday_elena,1881,Chef | Recipe creator 🍳,989,586,0
mark_adventure,1042,Developer | Open source enthusiast,81,2064,0
tom_techie,2844,fitness coach 💪 DM for plans,42,77,0
acc29471838,86,,14,0,1
a8f7d3k9p2,204,,4,0,1
dev_pete,500,Developer | Open source enthusiast,392,1675,0
mindful_maya,500,Architect | sustainable design,838,101,0
nina_art,500,Fashion designer | PR welcome,316,541,0
follow_back_101,192,NFT investor | crypto tips,12,0,1
amy_joy,642,Musician. Coffee addict. ☕,699,2140,0
nina_art,500,Gaming streamer | Twitch partner 🎮,741,1984,0
lena_captures,500,Marketing professional | keynote speaker,486,2159,0
lisa_writes,500,Medical student | future doctor 🩺,88,1587,0
chris_builds,1001,Yoga instructor | wellness coach 🧘,931,477,0
mindful_maya,581,Yoga instructor | wellness coach 🧘,970,1629,0
mark_adventure,500,Teacher & lifelong learner 📚,914,1104,0
creative_dan,1511,Environmental activist 🌱,960,1818,0
real_human_01234,47,follow for follow back,9,0,1
free_follower_bot,174,,4,0,1
code_master,500,Yoga instructor | wellness coach 🧘,530,299,0
amy_joy,1363,Retired engineer | amateur astronomer 🔭,116,952,0
photo_by_anna,500,UX designer @Meta,774,1436,0
get_rich_88,28,🔞 link in bio,2,0,1
get_rich_88,120,♻️ repost to win $1000,8,0,1
nina_art,500,Teacher & lifelong learner 📚,910,295,0
acc29471838,178,NFT investor | crypto tips,1,0,1
user8374629,91,♻️ repost to win $1000,0,0,1
daniel_f,500,Podcaster | interviewing founders,873,187,0
real_human_01234,145,🔞 link in bio,5,0,1
a8f7d3k9p2,27,🔞 link in bio,12,0,1
grace_beauty,1286,Marketing professional | keynote speaker,571,200,0
real_human_01234,249,Real estate investor | DM for passive income secrets,11,0,1
99882736450,94,,4,0,1
creative_dan,7790,Wildlife photographer based in Kenya,771,988,0
9182736450,127,Get free followers — click bio link,13,0,1
lena_captures,975,Entrepreneur | Founder @startup,663,600,0
tradebot_fx,196,follow for follow back,10,0,1
xXx_profit_xXx,89,FREE BTC airdrop → link in bio,13,0,1
lisa_writes,500,Data scientist | ML researcher,319,1990,0
daniel_f,729,photographer | travel 📷,501,2304,0
zz_promo_zz,181,,12,0,1
zz_promo_zz,97,earn $500/day 👇,4,0,1
chris_builds,601,Musician. Coffee addict. ☕,373,1893,0
mike_2023,500,Wildlife photographer based in Kenya,832,1699,0
get_rich_88,225,follow for follow back,5,0,1
sarah_smith,500,Dance teacher | choreographer,246,1822,0
amy_joy,2462,Retired engineer | amateur astronomer 🔭,784,1427,0
9182736450,33,,6,0,1
tradebot_fx,42,promo available 📩,1,0,1
crypto_king_9999,39,Real estate investor | DM for passive income secrets,5,0,1
nina_art,3539,Traveler | 50+ countries visited ✈️,142,1196,0
dev_pete,500,mom of 3 | foodie 🍕,673,776,0
alex_travel,500,News journalist @NYT,840,1703,0
john_doe,500,Environmental activist 🌱,913,2395,0
lisa_writes,5045,Marketing professional | keynote speaker,358,387,0
nina_art,500,Wildlife photographer based in Kenya,292,1426,0
paul_runs,500,fitness coach 💪 DM for plans,752,677,0
nina_art,778,News journalist @NYT,263,1220,0
dev_pete,500,Traveler | 50+ countries visited ✈️,995,1320,0
surf_with_evan,3358,Freelance illustrator | art prints available,390,1642,0
1234567890ab,79,follow for follow back,5,0,1
mark_adventure,500,photographer | travel 📷,618,902,0
real_human_01234,206,,4,0,1
creative_dan,500,Freelance illustrator | art prints available,961,1042,0
botanist_beth,500,Environmental activist 🌱,597,1283,0
chris_builds,500,Medical student | future doctor 🩺,43,1574,0
the_real_sam,500,Blogger | Lifestyle & wellness,617,1861,0
9182736450,196,Get free followers — click bio link,6,0,1
tradebot_fx,83,Real estate investor | DM for passive income secrets,10,0,1
xXx_profit_xXx,153,,2,0,1
mike_2023,1547,software engineer @ Google,121,1812,0
1234567890ab,117,crypto signals ✅ 99% win rate,3,0,1
zz_promo_zz,121,,1,0,1
mark_adventure,500,UX designer @Meta,113,2159,0
acc29471838,189,♻️ repost to win $1000,8,0,1
chef_marco,1068,Marketing professional | keynote speaker,467,1472,0
alex_travel,707,photographer | travel 📷,913,2315,0
grace_beauty,500,Podcaster | interviewing founders,191,955,0
journeys_with_kai,11218,Freelance illustrator | art prints available,40,2019,0
bot_account_7,78,,7,0,1
everyday_elena,1061,Podcaster | interviewing founders,863,143,0
paul_runs,500,mom of 3 | foodie 🍕,582,905,0
