name,friends,followers,posts,bio,is_verified,has_profile_pic,label
Ahmed Hassan,422,100,687,Medical student | future doctor 🩺,0,1,0
Bot 9999,5,129,2,,0,1,1
Lisa White,976,50,240,photographer | travel 📷,0,1,0
Real Human 001,15,158,0,,0,0,1
Chris Martin,807,91,167,software engineer @ Google,0,1,0
Anna Lee,1232,50,803,Blogger | Lifestyle & wellness,0,1,0
Chris Martin,1130,113,307,Entrepreneur | Founder @startup,0,1,0
Investment Guru,21,110,5,📈 passive income daily,0,1,1
Bot 9999,9,66,4,📈 passive income daily,0,1,1
Kim Kardashian,0,52231991,3161,Oscar-winning director | Production company: @StudioX,1,1,0
Kim Kardashian,0,49318712,4230,Professional athlete | Team captain | Brand ambassador,1,1,0
Bot 9999,21,180,4,📈 passive income daily,0,0,1
Person 1928,1,135,7,NFT investor | crypto tips,0,1,1
Selena Gomez,0,192114915,4734,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Crypto Bob,29,185,0,investment advisor DM me,0,0,1
Earn Fast,27,146,1,follow for follow back,0,0,1
Investment Guru,12,153,2,♻️ repost to win $1000,0,1,1
Money Maker,22,189,2,btc eth airdrop free coins,0,0,1
Crypto Bob,15,85,3,,0,1,1
Earn Fast,20,182,6,earn $500/day 👇,0,1,1
The Rock,0,56750826,668,Nobel Peace Prize laureate | Activist,1,1,0
David Clark,674,106,403,Marketing professional | keynote speaker,0,1,0
Chris Martin,1811,50,286,Gaming streamer | Twitch partner 🎮,0,1,0
Person 1928,22,88,6,NFT investor | crypto tips,0,0,1
Click Here Now,2,150,4,♻️ repost to win $1000,0,0,1
Investment Guru,0,157,1,promo available 📩,0,1,1
Free Follower,10,119,7,♻️ repost to win $1000,0,1,1
Profit King,15,33,7,NFT investor | crypto tips,0,1,1
Ahmed Hassan,632,50,180,Yoga instructor | wellness coach 🧘,0,1,0
Mike Brown,713,301,345,Artist | Digital creator ✨,0,1,0
Emma Davis,1131,50,539,mom of 3 | foodie 🍕,0,1,0
User 8374,19,69,0,📈 passive income daily,0,1,1
Lisa White,814,50,406,Environmental activist 🌱,0,1,0
Ahmed Hassan,827,153,186,photographer | travel 📷,0,1,0
Mike Brown,1377,66,263,Gaming streamer | Twitch partner 🎮,0,1,0
Profit King,10,47,7,FREE BTC airdrop → link in bio,0,0,1
Real Human 001,28,110,0,♻️ repost to win $1000,0,0,1
Bot 9999,4,40,7,FREE BTC airdrop → link in bio,0,0,1
Account 293,10,23,5,crypto signals ✅ 99% win rate,0,0,1
Bot 9999,26,58,2,♻️ repost to win $1000,0,0,1
Selena Gomez,0,142121450,4747,Official account. For business: manager@agency.com,1,1,0
Maria Garcia,1314,50,943,fitness coach 💪 DM for plans,0,1,0
Ahmed Hassan,772,50,664,Architect | sustainable design,0,1,0
Earn Fast,27,37,1,promo available 📩,0,1,1
Lisa White,441,1244,372,Environmental activist 🌱,0,1,0
Investment Guru,18,139,5,,0,0,1
Investment Guru,1,64,7,DM me to grow your account fast,0,0,1
Crypto Bob,26,125,3,,0,1,1
Sarah Jones,1427,96,212,Dog lover 🐾 | Hiking | Books,0,1,0
Free Follower,7,186,1,Click link below 💰,0,0,1
Profit King,27,171,3,earn $500/day 👇,0,0,1
Account 293,13,81,7,DM me to grow your account fast,0,0,1
Real Human 001,10,26,3,🔞 link in bio,0,1,1
Profit King,29,5,1,,0,0,1
Ahmed Hassan,974,68,639,Podcaster | interviewing founders,0,1,0
Click Here Now,24,150,1,investment advisor DM me,0,0,1
Free Follower,28,116,0,FREE BTC airdrop → link in bio,0,1,1
Maria Garcia,1788,50,775,Freelance illustrator | art prints available,0,1,0
Crypto Bob,13,95,7,DM me to grow your account fast,0,0,1
Emma Davis,899,50,529,News journalist @NYT,0,1,0
Real Human 001,5,122,0,btc eth airdrop free coins,0,0,1
Account 293,4,196,7,Click link below 💰,0,0,1
Free Follower,18,122,6,NFT investor | crypto tips,0,0,1
Ariana Grande,0,174034197,3632,International supermodel | Agency: IMG Models,1,1,0
Kim Kardashian,0,120737959,2703,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Account 293,26,155,3,,0,0,1
Ariana Grande,0,52211823,3427,Grammy-winning artist 🎵 | New album out now,1,1,0
Ahmed Hassan,1778,88,237,mom of 3 | foodie 🍕,0,1,0
Real Human 001,21,191,4,earn $500/day 👇,0,1,1
Lisa White,869,50,888,Nurse practitioner | women's health advocate,0,1,0
Bot 9999,11,108,6,btc eth airdrop free coins,0,0,1
Person 1928,18,104,7,,0,0,1
Ahmed Hassan,1416,54,263,UX designer @Meta,0,1,0
David Clark,1886,129,227,Blogger | Lifestyle & wellness,0,1,0
Chris Martin,1141,50,349,High school teacher | making STEM fun,0,1,0
David Clark,682,62,461,Gaming streamer | Twitch partner 🎮,0,1,0
Anna Lee,1471,165,435,High school teacher | making STEM fun,0,1,0
Account 293,15,90,2,,0,0,1
Selena Gomez,0,39999940,1536,Professional athlete | Team captain | Brand ambassador,1,1,0
Yuki Tanaka,1511,174,372,Architect | sustainable design,0,1,0
Investment Guru,20,199,4,investment advisor DM me,0,0,1
Ahmed Hassan,1764,50,638,Musician. Coffee addict. ☕,0,1,0
Sarah Jones,371,50,632,photographer | travel 📷,0,1,0
Click Here Now,6,144,5,crypto signals ✅ 99% win rate,0,0,1
Money Maker,6,158,2,Get free followers — click bio link,0,1,1
Bot 9999,8,180,7,📈 passive income daily,0,1,1
David Clark,1270,50,751,Developer | Open source enthusiast,0,1,0
The Rock,0,105217899,2644,Professional athlete | Team captain | Brand ambassador,1,1,0
Person 1928,5,61,7,,0,0,1
Emma Davis,368,50,138,Wildlife photographer based in Kenya,0,1,0
Sarah Jones,781,50,680,Artist | Digital creator ✨,0,1,0
Yuki Tanaka,1686,69,27,Traveler | 50+ countries visited ✈️,0,1,0
Priya Sharma,1351,74,544,Traveler | 50+ countries visited ✈️,0,1,0
Real Human 001,8,37,0,📈 passive income daily,0,1,1
Money Maker,15,7,3,NFT investor | crypto tips,0,0,1
Lisa White,1584,50,892,Traveler | 50+ countries visited ✈️,0,1,0
Priya Sharma,1226,50,153,Musician. Coffee addict. ☕,0,1,0
Person 1928,22,99,5,♻️ repost to win $1000,0,1,1
Mike Brown,355,50,29,Dance teacher | choreographer,0,1,0
Earn Fast,1,145,6,FREE BTC airdrop → link in bio,0,0,1
Profit King,8,124,1,btc eth airdrop free coins,0,0,1
Kim Kardashian,0,65243226,2718,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Click Here Now,15,21,6,,0,0,1
Priya Sharma,868,50,686,News journalist @NYT,0,1,0
Click Here Now,11,199,1,,0,0,1
Ariana Grande,0,185023821,4356,CEO @Fortune500 | Author | Speaker,1,1,0
Chris Martin,257,50,338,Wildlife photographer based in Kenya,0,1,0
Emma Davis,1752,50,421,Artist | Digital creator ✨,0,1,0
Lisa White,582,126,990,Developer | Open source enthusiast,0,1,0
David Clark,1352,50,956,Fashion designer | PR welcome,0,1,0
David Clark,585,92,587,UX designer @Meta,0,1,0
Yuki Tanaka,930,86,680,Developer | Open source enthusiast,0,1,0
Account 293,29,120,2,,0,1,1
Person 1928,4,25,4,📈 passive income daily,0,0,1
Account 293,2,116,1,🔞 link in bio,0,0,1
Ahmed Hassan,791,50,303,Musician. Coffee addict. ☕,0,1,0
Kim Kardashian,0,53426885,3525,Oscar-winning director | Production company: @StudioX,1,1,0
Real Human 001,8,2,7,Click link below 💰,0,0,1
User 8374,0,132,7,,0,0,1
Priya Sharma,619,68,53,Musician. Coffee addict. ☕,0,1,0
David Clark,1266,50,678,Marketing professional | keynote speaker,0,1,0
The Rock,0,82438112,3236,International supermodel | Agency: IMG Models,1,1,0
Emma Davis,1982,157,582,Chef | Recipe creator 🍳,0,1,0
Real Human 001,29,84,1,,0,0,1
Anna Lee,922,168,439,Retired engineer | amateur astronomer 🔭,0,1,0
Ahmed Hassan,1566,50,612,Chef | Recipe creator 🍳,0,1,0
Kim Kardashian,0,160571593,2954,CEO @Fortune500 | Author | Speaker,1,1,0
Anna Lee,847,77,182,High school teacher | making STEM fun,0,1,0
Emma Davis,1928,53,380,Developer | Open source enthusiast,0,1,0
Ahmed Hassan,1534,110,321,UX designer @Meta,0,1,0
Earn Fast,11,122,3,investment advisor DM me,0,0,1
Click Here Now,5,166,1,investment advisor DM me,0,0,1
Free Follower,14,136,3,,0,0,1
David Clark,1782,50,774,photographer | travel 📷,0,1,0
Free Follower,25,187,3,investment advisor DM me,0,0,1
Real Human 001,3,198,2,🔞 link in bio,0,0,1
Person 1928,3,118,2,Real estate investor | DM for passive income secrets,0,0,1
Emma Davis,248,158,510,UX designer @Meta,0,1,0
Profit King,6,48,7,earn $500/day 👇,0,0,1
Emma Davis,1020,62,962,Dog lover 🐾 | Hiking | Books,0,1,0
Sarah Jones,787,50,424,Artist | Digital creator ✨,0,1,0
Earn Fast,24,25,3,,0,0,1
Priya Sharma,1592,50,134,Artist | Digital creator ✨,1,1,0
Yuki Tanaka,1904,50,626,Gaming streamer | Twitch partner 🎮,0,1,0
Person 1928,19,31,1,investment advisor DM me,0,1,1
Sarah Jones,248,56,481,Chef | Recipe creator 🍳,0,1,0
Free Follower,29,178,4,crypto signals ✅ 99% win rate,0,1,1
Money Maker,6,23,3,btc eth airdrop free coins,0,1,1
Chris Martin,1491,73,983,Marketing professional | keynote speaker,0,1,0
Person 1928,20,88,5,investment advisor DM me,0,1,1
Earn Fast,18,30,2,Click link below 💰,0,0,1
Real Human 001,27,6,1,crypto signals ✅ 99% win rate,0,1,1
The Rock,0,194737577,1456,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Taylor Swift,0,198848120,678,Nobel Peace Prize laureate | Activist,1,1,0
Ariana Grande,0,81294391,1724,Iconic musician 🎸 | 40+ years on stage,1,1,0
David Clark,1270,50,290,Developer | Open source enthusiast,0,1,0
Priya Sharma,1062,50,503,Data scientist | ML researcher,0,1,0
Crypto Bob,23,133,0,follow for follow back,0,0,1
Cristiano Ronaldo,0,85170570,1118,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Click Here Now,5,185,7,🔞 link in bio,0,1,1
Money Maker,8,148,0,,0,1,1
Real Human 001,29,47,7,crypto signals ✅ 99% win rate,0,1,1
Account 293,25,185,1,♻️ repost to win $1000,0,1,1
Bot 9999,28,74,5,,0,0,1
Real Human 001,0,9,3,♻️ repost to win $1000,0,1,1
Mike Brown,1492,153,940,Architect | sustainable design,0,1,0
Investment Guru,20,97,6,,0,0,1
Bot 9999,21,54,4,crypto signals ✅ 99% win rate,0,0,1
Money Maker,9,112,4,FREE BTC airdrop → link in bio,0,0,1
Person 1928,26,18,5,♻️ repost to win $1000,0,1,1
Money Maker,22,26,6,,0,0,1
User 8374,13,31,5,,0,0,1
Person 1928,28,49,3,,0,0,1
Yuki Tanaka,552,118,218,software engineer @ Google,0,1,0
John Smith,902,50,188,Data scientist | ML researcher,0,1,0
Ariana Grande,0,121387296,4441,Official account. For business: manager@agency.com,1,1,0
Taylor Swift,0,93815095,4664,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Click Here Now,0,161,1,Real estate investor | DM for passive income secrets,0,1,1
Ahmed Hassan,260,50,639,Podcaster | interviewing founders,0,1,0
Money Maker,24,124,0,📈 passive income daily,0,0,1
Taylor Swift,0,86195718,1206,CEO @Fortune500 | Author | Speaker,1,1,0
Sarah Jones,868,50,638,fitness coach 💪 DM for plans,0,1,0
Anna Lee,1224,50,751,Freelance illustrator | art prints available,0,1,0
Mike Brown,406,145,722,Dog lover 🐾 | Hiking | Books,0,1,0
Emma Davis,1047,199,870,Architect | sustainable design,0,1,0
Cristiano Ronaldo,0,149729305,1073,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Lisa White,1612,50,886,Marketing professional | keynote speaker,0,1,0
Real Human 001,25,123,6,earn $500/day 👇,0,0,1
Priya Sharma,812,109,950,UX designer @Meta,0,1,0
Selena Gomez,0,151146556,2396,Grammy-winning artist 🎵 | New album out now,1,1,0
Earn Fast,29,66,4,,0,1,1
The Rock,0,37724512,2748,Oscar-winning director | Production company: @StudioX,1,1,0
Anna Lee,533,224,703,Blogger | Lifestyle & wellness,0,1,0
Bot 9999,13,8,5,DM me to grow your account fast,0,1,1
John Smith,77,296,777,Dance teacher | choreographer,0,1,0
Maria Garcia,741,50,614,Chef | Recipe creator 🍳,0,1,0
Click Here Now,5,180,2,Click link below 💰,0,0,1
Crypto Bob,26,66,2,,0,0,1
Chris Martin,1379,50,874,software engineer @ Google,0,1,0
Crypto Bob,12,68,7,FREE BTC airdrop → link in bio,0,0,1
Bot 9999,13,46,0,NFT investor | crypto tips,0,0,1
Account 293,21,91,5,investment advisor DM me,0,0,1
Ahmed Hassan,1894,50,526,Gaming streamer | Twitch partner 🎮,0,1,0
Sarah Jones,648,121,358,photographer | travel 📷,0,1,0
Emma Davis,1441,249,274,Marketing professional | keynote speaker,0,1,0
Crypto Bob,22,46,5,♻️ repost to win $1000,0,1,1
Sarah Jones,1940,50,179,Environmental activist 🌱,0,1,0
Earn Fast,3,110,2,follow for follow back,0,1,1
Maria Garcia,1576,69,413,Entrepreneur | Founder @startup,0,1,0
Account 293,12,40,2,,0,0,1
Earn Fast,29,125,4,follow for follow back,0,1,1
Earn Fast,8,16,3,investment advisor DM me,0,0,1
Ariana Grande,0,54442853,4347,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Real Human 001,11,35,6,,0,1,1
Taylor Swift,0,45004721,1836,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Anna Lee,1064,94,759,photographer | travel 📷,0,1,0
Mike Brown,723,50,569,UX designer @Meta,0,1,0
Account 293,4,149,5,,0,0,1
John Smith,1294,57,95,Medical student | future doctor 🩺,1,1,0
Investment Guru,26,34,1,,0,0,1
Real Human 001,27,12,6,,0,0,1
Yuki Tanaka,1877,50,410,Yoga instructor | wellness coach 🧘,0,1,0
Earn Fast,25,108,0,btc eth airdrop free coins,0,0,1
Kim Kardashian,0,152877508,1477,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
The Rock,0,176898901,1571,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Cristiano Ronaldo,0,11329228,831,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Lisa White,117,50,546,Chef | Recipe creator 🍳,0,1,0
Kim Kardashian,0,22661213,1308,CEO @Fortune500 | Author | Speaker,1,1,0
Anna Lee,1392,84,262,Dance teacher | choreographer,0,1,0
The Rock,0,14820016,4048,Professional athlete | Team captain | Brand ambassador,1,1,0
Money Maker,3,21,6,promo available 📩,0,1,1
Account 293,28,22,0,Real estate investor | DM for passive income secrets,0,1,1
The Rock,0,182512044,999,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Ariana Grande,0,147424783,2238,Nobel Peace Prize laureate | Activist,1,1,0
Anna Lee,451,50,797,fitness coach 💪 DM for plans,0,1,0
John Smith,1524,71,161,Freelance illustrator | art prints available,0,1,0
Ariana Grande,0,13383750,3166,Nobel Peace Prize laureate | Activist,1,1,0
The Rock,0,135644482,3000,CEO @Fortune500 | Author | Speaker,1,1,0
Money Maker,16,15,5,,0,0,1
Click Here Now,24,63,1,Get free followers — click bio link,0,0,1
Chris Martin,617,50,205,fitness coach 💪 DM for plans,0,1,0
Crypto Bob,24,9,6,btc eth airdrop free coins,0,1,1
Priya Sharma,978,478,22,Architect | sustainable design,0,1,0
Selena Gomez,0,15646270,3477,Official account. For business: manager@agency.com,1,1,0
Priya Sharma,1004,86,908,Dog lover 🐾 | Hiking | Books,0,1,0
Yuki Tanaka,373,50,228,Entrepreneur | Founder @startup,0,1,0
Crypto Bob,11,186,7,📈 passive income daily,0,0,1
Lisa White,862,214,56,Retired engineer | amateur astronomer 🔭,0,1,0
Free Follower,10,143,0,Get free followers — click bio link,0,0,1
Selena Gomez,0,85676296,906,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Profit King,18,21,0,FREE BTC airdrop → link in bio,0,1,1
David Clark,1473,53,742,Environmental activist 🌱,0,1,0
User 8374,8,128,1,promo available 📩,0,0,1
Cristiano Ronaldo,0,195811313,4458,Official account. For business: manager@agency.com,1,1,0
David Clark,1082,63,727,Wildlife photographer based in Kenya,0,1,0
Kim Kardashian,0,149167560,4533,Official account. For business: manager@agency.com,1,1,0
Earn Fast,29,137,4,btc eth airdrop free coins,0,0,1
Profit King,29,10,7,,0,0,1
Ahmed Hassan,847,53,118,Yoga instructor | wellness coach 🧘,0,1,0
Click Here Now,18,137,4,DM me to grow your account fast,0,0,1
Investment Guru,4,63,3,🔞 link in bio,0,1,1
Real Human 001,12,50,0,promo available 📩,0,1,1
Mike Brown,1988,62,225,Traveler | 50+ countries visited ✈️,0,1,0
Priya Sharma,1072,109,94,UX designer @Meta,0,1,0
Mike Brown,98,162,851,Artist | Digital creator ✨,0,1,0
Sarah Jones,1601,56,746,UX designer @Meta,0,1,0
Money Maker,16,87,2,♻️ repost to win $1000,0,1,1
John Smith,1444,156,633,photographer | travel 📷,0,1,0
Money Maker,15,43,2,investment advisor DM me,0,0,1
Ariana Grande,0,87295886,858,Oscar-winning director | Production company: @StudioX,1,1,0
Account 293,29,16,7,♻️ repost to win $1000,0,1,1
Lisa White,1777,50,279,Data scientist | ML researcher,0,1,0
Maria Garcia,1856,50,922,fitness coach 💪 DM for plans,0,1,0
Click Here Now,3,55,4,,0,0,1
Bot 9999,27,135,6,,0,0,1
Cristiano Ronaldo,0,116524988,1462,Oscar-winning director | Production company: @StudioX,1,1,0
Taylor Swift,0,153111591,2008,Official account. For business: manager@agency.com,1,1,0
Profit King,3,187,7,crypto signals ✅ 99% win rate,0,0,1
Click Here Now,16,31,5,📈 passive income daily,0,0,1
Ahmed Hassan,537,50,561,Gaming streamer | Twitch partner 🎮,0,1,0
Sarah Jones,1493,716,753,Nurse practitioner | women's health advocate,0,1,0
Earn Fast,14,118,4,crypto signals ✅ 99% win rate,0,0,1
Crypto Bob,27,119,7,follow for follow back,0,0,1
The Rock,0,17168583,2073,International supermodel | Agency: IMG Models,1,1,0
Money Maker,19,119,0,📈 passive income daily,0,0,1
Real Human 001,4,133,2,,0,0,1
Click Here Now,15,184,2,,0,1,1
Free Follower,1,97,1,DM me to grow your account fast,0,0,1
Selena Gomez,0,76101785,867,CEO @Fortune500 | Author | Speaker,1,1,0
Real Human 001,14,178,7,Real estate investor | DM for passive income secrets,0,1,1
David Clark,1089,50,189,Artist | Digital creator ✨,0,1,0
Real Human 001,26,74,5,,0,0,1
Investment Guru,21,105,7,🔞 link in bio,0,0,1
David Clark,1480,227,439,Nurse practitioner | women's health advocate,0,1,0
Investment Guru,17,111,6,investment advisor DM me,0,0,1
Real Human 001,20,44,1,NFT investor | crypto tips,0,1,1
Investment Guru,11,67,7,crypto signals ✅ 99% win rate,0,1,1
Crypto Bob,28,142,2,📈 passive income daily,0,0,1
David Clark,691,156,921,mom of 3 | foodie 🍕,0,1,0
Free Follower,9,199,4,,0,0,1
Crypto Bob,29,22,7,🔞 link in bio,0,1,1
Account 293,27,29,6,FREE BTC airdrop → link in bio,0,1,1
Selena Gomez,0,37761802,3748,Professional athlete | Team captain | Brand ambassador,1,1,0
Lisa White,628,50,335,software engineer @ Google,0,1,0
Real Human 001,5,171,0,,0,1,1
Priya Sharma,1888,50,386,Data scientist | ML researcher,0,1,0
Taylor Swift,0,81528523,3166,Nobel Peace Prize laureate | Activist,1,1,0
Lisa White,1996,50,395,Environmental activist 🌱,0,1,0
Account 293,18,172,4,,0,0,1
Chris Martin,890,50,133,High school teacher | making STEM fun,0,1,0
Selena Gomez,0,115903381,3417,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Profit King,28,182,1,Get free followers — click bio link,0,0,1
Priya Sharma,941,50,779,Developer | Open source enthusiast,0,1,0
Earn Fast,12,62,2,📈 passive income daily,0,1,1
Money Maker,7,130,6,,0,0,1
Money Maker,10,195,4,crypto signals ✅ 99% win rate,0,0,1
Investment Guru,6,142,7,FREE BTC airdrop → link in bio,0,0,1
Real Human 001,19,139,1,promo available 📩,0,1,1
Account 293,8,47,3,,0,0,1
The Rock,0,26981465,4213,Oscar-winning director | Production company: @StudioX,1,1,0
Mike Brown,785,242,520,Freelance illustrator | art prints available,0,1,0
Chris Martin,213,59,554,Dog lover 🐾 | Hiking | Books,0,1,0
John Smith,1542,50,110,Architect | sustainable design,0,1,0
Mike Brown,176,50,789,software engineer @ Google,0,1,0
John Smith,194,110,852,News journalist @NYT,0,1,0
Priya Sharma,1985,50,355,Dance teacher | choreographer,0,1,0
Sarah Jones,1828,50,670,Nurse practitioner | women's health advocate,0,1,0
Real Human 001,26,66,7,follow for follow back,0,0,1
Investment Guru,15,149,3,🔞 link in bio,0,0,1
Mike Brown,785,50,171,Marketing professional | keynote speaker,1,1,0
Free Follower,22,182,1,📈 passive income daily,0,1,1
Account 293,12,36,6,♻️ repost to win $1000,0,0,1
Free Follower,13,137,2,earn $500/day 👇,0,1,1
Mike Brown,410,50,820,Freelance illustrator | art prints available,0,1,0
Maria Garcia,408,50,312,software engineer @ Google,0,1,0
Ahmed Hassan,1715,453,495,News journalist @NYT,0,1,0
Crypto Bob,5,96,0,investment advisor DM me,0,0,1
Chris Martin,370,61,936,News journalist @NYT,0,1,0
Ahmed Hassan,662,194,164,Yoga instructor | wellness coach 🧘,0,1,0
Yuki Tanaka,1404,173,45,Wildlife photographer based in Kenya,0,1,0
Click Here Now,26,46,2,investment advisor DM me,0,0,1
Yuki Tanaka,1696,50,524,photographer | travel 📷,0,1,0
Profit King,16,60,6,♻️ repost to win $1000,0,1,1
Bot 9999,18,59,7,Get free followers — click bio link,0,0,1
Free Follower,27,35,5,follow for follow back,0,0,1
User 8374,23,66,5,Click link below 💰,0,1,1
David Clark,1747,163,380,Gaming streamer | Twitch partner 🎮,0,1,0
Yuki Tanaka,1246,50,559,Developer | Open source enthusiast,0,1,0
Profit King,25,22,7,,0,0,1
Ahmed Hassan,891,94,616,Fashion designer | PR welcome,0,1,0
Sarah Jones,82,50,632,High school teacher | making STEM fun,0,1,0
Priya Sharma,1859,50,129,Nurse practitioner | women's health advocate,0,1,0
Priya Sharma,532,514,71,Dog lover 🐾 | Hiking | Books,0,1,0
Bot 9999,28,109,7,🔞 link in bio,0,1,1
Lisa White,546,50,559,Developer | Open source enthusiast,0,1,0
Bot 9999,1,116,2,Get free followers — click bio link,0,0,1
Earn Fast,29,76,5,,0,0,1
Profit King,16,64,5,crypto signals ✅ 99% win rate,0,0,1
Click Here Now,27,191,3,NFT investor | crypto tips,0,1,1
Bot 9999,23,158,2,Real estate investor | DM for passive income secrets,0,1,1
Crypto Bob,1,23,0,follow for follow back,0,0,1
Click Here Now,1,152,2,♻️ repost to win $1000,0,0,1
Real Human 001,0,187,1,📈 passive income daily,0,0,1
Bot 9999,26,125,5,,0,0,1
Sarah Jones,1765,50,584,mom of 3 | foodie 🍕,0,1,0
Cristiano Ronaldo,0,147580588,4776,Official account. For business: manager@agency.com,1,1,0
Account 293,25,118,3,Click link below 💰,0,0,1
Priya Sharma,829,248,283,Teacher & lifelong learner 📚,0,1,0
Earn Fast,23,118,4,earn $500/day 👇,0,0,1
Lisa White,1991,93,406,Artist | Digital creator ✨,0,1,0
Crypto Bob,13,59,7,Get free followers — click bio link,0,0,1
Kim Kardashian,0,35956185,1540,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Cristiano Ronaldo,0,187385702,3480,Grammy-winning artist 🎵 | New album out now,1,1,0
Investment Guru,15,100,7,♻️ repost to win $1000,0,0,1
Emma Davis,1092,76,617,Retired engineer | amateur astronomer 🔭,0,1,0
Bot 9999,25,116,0,promo available 📩,0,1,1
Ahmed Hassan,1874,50,866,Musician. Coffee addict. ☕,0,1,0
Bot 9999,9,21,7,DM me to grow your account fast,0,1,1
Yuki Tanaka,834,50,614,High school teacher | making STEM fun,0,1,0
Profit King,3,60,4,btc eth airdrop free coins,0,0,1
Priya Sharma,1622,94,872,Gaming streamer | Twitch partner 🎮,0,1,0
Chris Martin,1702,109,910,Artist | Digital creator ✨,0,1,0
Person 1928,16,173,2,promo available 📩,0,0,1
Lisa White,1676,50,180,Podcaster | interviewing founders,0,1,0
Sarah Jones,1291,50,198,Dance teacher | choreographer,0,1,0
Investment Guru,7,28,6,investment advisor DM me,0,1,1
David Clark,781,50,54,Retired engineer | amateur astronomer 🔭,0,1,0
Click Here Now,17,138,7,🔞 link in bio,0,1,1
Bot 9999,9,57,4,,0,0,1
Account 293,9,65,1,promo available 📩,0,0,1
Priya Sharma,654,50,763,Blogger | Lifestyle & wellness,0,1,0
Selena Gomez,0,128389642,3699,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Click Here Now,6,108,2,🔞 link in bio,0,1,1
Kim Kardashian,0,158122115,4354,Official account. For business: manager@agency.com,1,1,0
Chris Martin,248,323,299,Data scientist | ML researcher,0,1,0
Cristiano Ronaldo,0,38489013,1649,Grammy-winning artist 🎵 | New album out now,1,1,0
Earn Fast,10,0,5,Click link below 💰,0,1,1
Money Maker,13,190,4,🔞 link in bio,0,0,1
Mike Brown,1922,50,655,Podcaster | interviewing founders,0,1,0
Click Here Now,25,4,4,follow for follow back,0,0,1
Free Follower,16,152,7,♻️ repost to win $1000,0,0,1
Profit King,8,103,7,NFT investor | crypto tips,0,1,1
Real Human 001,3,88,7,NFT investor | crypto tips,0,0,1
Profit King,7,134,3,,0,0,1
Click Here Now,23,100,2,promo available 📩,0,1,1
Yuki Tanaka,1579,50,443,Architect | sustainable design,0,1,0
Anna Lee,1964,82,791,Retired engineer | amateur astronomer 🔭,0,1,0
Click Here Now,11,25,4,,0,0,1
Ariana Grande,0,138322801,2116,Grammy-winning artist 🎵 | New album out now,1,1,0
Person 1928,4,6,3,NFT investor | crypto tips,0,0,1
Account 293,9,178,0,♻️ repost to win $1000,0,0,1
Person 1928,5,73,2,follow for follow back,0,0,1
Priya Sharma,1675,50,52,photographer | travel 📷,0,1,0
Kim Kardashian,0,24127378,4503,Official account. For business: manager@agency.com,1,1,0
Money Maker,16,92,7,Get free followers — click bio link,0,0,1
Free Follower,22,178,4,Real estate investor | DM for passive income secrets,0,1,1
Free Follower,7,196,7,NFT investor | crypto tips,0,1,1
Click Here Now,11,185,5,Click link below 💰,0,1,1
Anna Lee,1305,50,460,Chef | Recipe creator 🍳,0,1,0
Anna Lee,126,122,792,fitness coach 💪 DM for plans,0,1,0
Chris Martin,1967,250,648,mom of 3 | foodie 🍕,0,1,0
Money Maker,28,170,3,,0,1,1
Profit King,26,145,4,follow for follow back,0,0,1
David Clark,212,149,893,Podcaster | interviewing founders,0,1,0
Chris Martin,588,294,367,Podcaster | interviewing founders,0,1,0
Yuki Tanaka,1220,157,620,Dance teacher | choreographer,1,1,0
Mike Brown,1560,280,387,Architect | sustainable design,0,1,0
Sarah Jones,957,53,528,Nurse practitioner | women's health advocate,0,1,0
Profit King,5,157,0,crypto signals ✅ 99% win rate,0,0,1
Click Here Now,25,134,5,promo available 📩,0,0,1
Free Follower,7,199,7,♻️ repost to win $1000,0,0,1
Earn Fast,22,87,3,crypto signals ✅ 99% win rate,0,0,1
Profit King,17,168,2,,0,0,1
Profit King,24,166,2,promo available 📩,0,1,1
Maria Garcia,1949,50,516,Fashion designer | PR welcome,0,1,0
Earn Fast,3,136,0,follow for follow back,0,0,1
Bot 9999,12,175,4,follow for follow back,0,0,1
Taylor Swift,0,167390999,3996,CEO @Fortune500 | Author | Speaker,1,1,0
Investment Guru,9,11,1,promo available 📩,0,1,1
Ahmed Hassan,1894,224,523,Marketing professional | keynote speaker,0,1,0
