username,followers,following,posts,bio,is_verified,has_profile_pic,label
emma.j,462319,60,5,,0,1,1
user8374629,309,4353,5322,,0,1,1
bot_account_7,7782,4043,7951,investment advisor DM me,0,1,1
lisa_writes,50,65,5,software engineer @ Google,0,1,0
code_master,213226,2068,480,Environmental activist 🌱,0,1,0
chef_marco,180,239,14,Podcaster | interviewing founders,0,1,0
surf_with_evan,417928,57,9,DM me to grow your account fast,0,0,1
alex_travel,175365,43,2,Get free followers — click bio link,0,1,1
everyday_elena,467165,2691,2006,Chef | Recipe creator 🍳,0,1,0
cristiano286,1428515,12,17,Official fan account,0,1,1
lisa_writes,478033,22,5,,0,1,1
cristiano361,1188932,15,29,Official fan account,0,1,1
chris_builds,50,110,5,Wildlife photographer based in Kenya,0,1,0
surf_with_evan,50,123,33,Fashion designer | PR welcome,0,1,0
sarah_smith,50,24,5,Blogger | Lifestyle & wellness,0,1,0
kimkardashian593,971375,21,22,Official fan account,0,1,1
dev_pete,269001,0,13,DM me to grow your account fast,0,1,1
nasa,108874113,1264,2553,Grammy-winning artist 🎵 | New album out now,1,1,0
justinbieber456,1612949,0,36,Official fan account,0,1,1
1234567890ab,25,4005,1,,0,1,1
everyday_elena,75036,14,13,,0,1,1
dev_pete,67,137,7,Fashion designer | PR welcome,0,1,0
amy_joy,52,46,5,Artist | Digital creator ✨,0,1,0
free_follower_bot,17,5638,4,,0,1,1
lisa_writes,665867,1954,1025,Data scientist | ML researcher,0,1,0
dev_pete,60180,12,12,Get free followers — click bio link,0,0,1
user8374629,2918,2486,5080,🔞 link in bio,0,1,1
tom_techie,60,69,5,mom of 3 | foodie 🍕,0,1,0
code_master,11706,68,3,,0,1,1
alex_travel,50,20,5,Dog lover 🐾 | Hiking | Books,0,1,0
journeys_with_kai,98,211,5,Marketing professional | keynote speaker,0,1,0
b.scott.official,50,124,146,Developer | Open source enthusiast,0,1,0
oprah363,147166,0,46,Official fan account,0,1,1
dev_pete,218579,2866,359,Traveler | 50+ countries visited ✈️,0,1,0
chris_builds,50,116,5,Chef | Recipe creator 🍳,0,1,0
alex_travel,50,92,5,Blogger | Lifestyle & wellness,0,1,0
sarah_smith,559026,834,101,mom of 3 | foodie 🍕,0,1,0
everyday_elena,50,20,5,Dance teacher | choreographer,0,1,0
sarah_smith,337,836,16,Musician. Coffee addict. ☕,0,1,0
john_doe,492961,68,11,,0,0,1
john_doe,374627,49,5,📈 passive income daily,0,0,1
creative_dan,171501,2255,2458,Musician. Coffee addict. ☕,0,1,0
journeys_with_kai,333962,37,6,DM me to grow your account fast,0,1,1
q7w8e9r0t1y2,23,4735,1,,0,0,1
crypto_king_9999,45,6352,3,,0,0,1
acc29471838,53,5413,0,investment advisor DM me,0,1,1
jeffbezos,140329560,1093,3720,Oscar-winning director | Production company: @StudioX,1,1,0
bot_account_7,23,4858,1,,0,0,1
tim_cook,292711083,1546,3672,Oscar-winning director | Production company: @StudioX,1,1,0
q7w8e9r0t1y2,35,3556,1,promo available 📩,0,1,1
mike_2023,50,70,5,Gaming streamer | Twitch partner 🎮,0,1,0
tradebot_fx,375,3560,1801,,0,1,1
paul_runs,887117,1686,2187,Teacher & lifelong learner 📚,1,1,0
amy_joy,181625,2961,2553,Fashion designer | PR welcome,0,1,0
free_followers_now,732,3921,1248,DM me to grow your account fast,0,1,1
the_real_sam,50,36,5,mom of 3 | foodie 🍕,0,1,0
code_master,586770,2711,1220,Teacher & lifelong learner 📚,0,1,0
code_master,831682,2465,808,Artist | Digital creator ✨,0,1,0
acc29471838,5878,2119,6036,,0,1,1
mindful_maya,370122,52,5,🔞 link in bio,0,1,1
mindful_maya,750802,800,2363,Gaming streamer | Twitch partner 🎮,0,1,0
chef_marco,995231,2480,2047,High school teacher | making STEM fun,0,1,0
alex_travel,495828,90,9,📈 passive income daily,0,0,1
a8f7d3k9p2,30,5406,4,Real estate investor | DM for passive income secrets,0,0,1
code_master,673307,213,459,Entrepreneur | Founder @startup,0,1,0
mindful_maya,333846,63,1,Get free followers — click bio link,0,1,1
journeys_with_kai,56,95,8,mom of 3 | foodie 🍕,0,1,0
kyliejenner867,1324917,8,16,Official fan account,0,1,1
lena_captures,50,98,5,Developer | Open source enthusiast,0,1,0
dev_pete,50,108,5,Podcaster | interviewing founders,0,1,0
dev_pete,143067,11,2,Real estate investor | DM for passive income secrets,0,1,1
realmadrid486,1566949,43,39,Official fan account,0,1,1
chef_marco,97,30,5,Freelance illustrator | art prints available,0,1,0
alex_travel,343627,1081,1406,Gaming streamer | Twitch partner 🎮,0,1,0
fit_jessica,191704,2874,2360,News journalist @NYT,0,1,0
journeys_with_kai,93261,14,6,♻️ repost to win $1000,0,1,1
the_real_sam,50,110,5,Freelance illustrator | art prints available,0,1,0
grace_beauty,50,60,5,High school teacher | making STEM fun,0,1,0
everyday_elena,691323,222,2609,Retired engineer | amateur astronomer 🔭,0,1,0
fit_jessica,537572,1372,849,Retired engineer | amateur astronomer 🔭,0,1,0
tim_cook624,1062339,38,14,Official fan account,0,1,1
lisa_writes,466567,56,3,follow for follow back,0,0,1
acc29471838,785,5423,3945,btc eth airdrop free coins,0,1,1
alex_travel,521918,1207,2888,Teacher & lifelong learner 📚,1,1,0
earn_fast_2024,335,6653,1800,Real estate investor | DM for passive income secrets,0,1,1
chris_builds,110,33,5,Musician. Coffee addict. ☕,0,1,0
nina_art,50,54,5,Artist | Digital creator ✨,0,1,0
everyday_elena,936699,500,247,fitness coach 💪 DM for plans,0,1,0
nasa116,623090,35,20,Official fan account,0,1,1
selenagomez,99728703,1172,3448,Fashion icon | Creative Director @LuxuryBrand,1,1,0
nike938,1646389,10,12,Official fan account,0,1,1
mindful_maya,50,60,8,Dance teacher | choreographer,0,1,0
botanist_beth,461943,58,4,investment advisor DM me,0,1,1
selenagomez5,908734,10,36,Official fan account,0,1,1
daniel_f,105,123,5,Dog lover 🐾 | Hiking | Books,0,1,0
journeys_with_kai,228298,2487,2250,Chef | Recipe creator 🍳,1,1,0
q7w8e9r0t1y2,52,7344,4,,0,0,1
the_real_sam,364042,50,8,📈 passive income daily,0,0,1
follow_back_101,73,5710,1,Get free followers — click bio link,0,0,1
amy_joy,50,117,5,Podcaster | interviewing founders,0,1,0
crypto_king_9999,4871,3182,2542,,0,1,1
code_master,558040,1374,649,Environmental activist 🌱,0,1,0
nft_dropper_69,75,3898,3,,0,1,1
elonmusk,138109632,1589,1496,International supermodel | Agency: IMG Models,1,1,0
tom_techie,50,66,5,Marketing professional | keynote speaker,1,1,0
q7w8e9r0t1y2,7820,2773,1103,Get free followers — click bio link,0,1,1
natgeo,87052078,565,568,Iconic musician 🎸 | 40+ years on stage,1,1,0
chris_builds,121,194,5,Wildlife photographer based in Kenya,0,1,0
everyday_elena,64,129,8,Entrepreneur | Founder @startup,0,1,0
creative_dan,50,63,5,Architect | sustainable design,0,1,0
paul_runs,149,316,5,Nurse practitioner | women's health advocate,0,1,0
beyonce,207571685,1836,2528,Grammy-winning artist 🎵 | New album out now,1,1,0
paul_runs,66,164,5,Gaming streamer | Twitch partner 🎮,0,1,0
surf_with_evan,342088,28,7,NFT investor | crypto tips,0,0,1
arianagrande,219176026,1150,4760,Fashion icon | Creative Director @LuxuryBrand,1,1,0
kyliejenner,129959176,1939,2455,Professional athlete | Team captain | Brand ambassador,1,1,0
9182736450,1538,4557,1860,Get free followers — click bio link,0,1,1
dev_pete,523248,679,1730,Dog lover 🐾 | Hiking | Books,0,1,0
mindful_maya,50,50,5,Musician. Coffee addict. ☕,0,1,0
chef_marco,50,101,5,Teacher & lifelong learner 📚,0,1,0
nina_art,185298,9,3,investment advisor DM me,0,1,1
real_human_01234,4118,4721,6177,📈 passive income daily,0,1,1
botanist_beth,171,329,5,Fashion designer | PR welcome,0,1,0
botanist_beth,481549,15,5,earn $500/day 👇,0,1,1
the_real_sam,957630,914,992,Medical student | future doctor 🩺,0,1,0
q7w8e9r0t1y2,66,7384,4,,0,0,1
oprah,298687577,1474,2618,Official account. For business: manager@agency.com,1,1,0
creative_dan,50,37,5,Nurse practitioner | women's health advocate,0,1,0
mark_adventure,752033,742,2798,Podcaster | interviewing founders,1,1,0
mike_2023,219144,42,6,FREE BTC airdrop → link in bio,0,0,1
xXx_profit_xXx,6935,3959,2681,,0,1,1
creative_dan,50,43,12,Teacher & lifelong learner 📚,0,1,0
the_real_sam,50,83,5,News journalist @NYT,0,1,0
everyday_elena,70,41,7,Traveler | 50+ countries visited ✈️,0,1,0
bot_account_7,49,3381,2,FREE BTC airdrop → link in bio,0,0,1
natgeo,51649262,872,3090,Nobel Peace Prize laureate | Activist,1,1,0
photo_by_anna,50,116,5,Gaming streamer | Twitch partner 🎮,0,1,0
lisa_writes,851685,510,2304,photographer | travel 📷,1,1,0
q7w8e9r0t1y2,14,4031,3,Click link below 💰,0,0,1
emma.j,115929,39,10,,0,0,1
john_doe,50,26,5,Marketing professional | keynote speaker,0,1,0
1234567890ab,1132,6829,5300,📈 passive income daily,0,1,1
nina_art,50,102,5,fitness coach 💪 DM for plans,0,1,0
acc29471838,62,3934,4,📈 passive income daily,0,0,1
nike698,467665,0,30,Official fan account,0,1,1
fcbarcelona374,1860777,33,23,Official fan account,0,1,1
everyday_elena,140603,2544,2743,fitness coach 💪 DM for plans,1,1,0
real_human_01234,56,6767,4,,0,0,1
fcbarcelona461,750717,33,34,Official fan account,0,1,1
billgates854,921151,38,34,Official fan account,0,1,1
earn_fast_2024,69,6985,4,FREE BTC airdrop → link in bio,0,0,1
fit_jessica,353375,24,6,DM me to grow your account fast,0,1,1
real_human_01234,0,3414,4,📈 passive income daily,0,0,1
tom_techie,20091,95,11,♻️ repost to win $1000,0,1,1
elonmusk792,501896,22,25,Official fan account,0,1,1
beyonce548,872770,13,14,Official fan account,0,1,1
grace_beauty,148967,53,7,DM me to grow your account fast,0,1,1
dev_pete,57,134,9,Freelance illustrator | art prints available,0,1,0
sarah_smith,225701,2826,2883,Retired engineer | amateur astronomer 🔭,1,1,0
bot_account_7,5124,5292,7320,,0,1,1
chris_builds,71,25,5,Dance teacher | choreographer,0,1,0
selenagomez,81338903,1989,3806,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
bot_account_7,26,6387,0,,0,1,1
therock,162544952,1447,560,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
elonmusk988,604937,10,7,Official fan account,0,1,1
user8374629,77,5377,2,📈 passive income daily,0,0,1
billgates289,1694425,48,36,Official fan account,0,1,1
grace_beauty,59223,21,7,Click link below 💰,0,0,1
nft_dropper_69,2963,5389,2669,FREE BTC airdrop → link in bio,0,1,1
code_master,50,78,5,Chef | Recipe creator 🍳,0,1,0
q7w8e9r0t1y2,50,4993,1,earn $500/day 👇,0,1,1
alex_travel,183,414,5,Marketing professional | keynote speaker,0,1,0
nike,67801965,320,2738,Nobel Peace Prize laureate | Activist,1,1,0
follow_back_101,2503,2300,2992,Get free followers — click bio link,0,1,1
beyonce921,959929,43,39,Official fan account,0,1,1
paul_runs,50,70,50,Fashion designer | PR welcome,0,1,0
1234567890ab,2679,4798,2714,Real estate investor | DM for passive income secrets,0,1,1
free_followers_now,2,3347,4,,0,1,1
tom_techie,46069,91,14,♻️ repost to win $1000,0,1,1
earn_fast_2024,15,6153,3,Click link below 💰,0,0,1
surf_with_evan,287541,532,2303,mom of 3 | foodie 🍕,1,1,0
nina_art,50,79,17,High school teacher | making STEM fun,0,1,0
earn_fast_2024,0,4100,3,earn $500/day 👇,0,1,1
acc29471838,6152,2046,7718,,0,1,1
the_real_sam,50,83,32,Fashion designer | PR welcome,0,1,0
q7w8e9r0t1y2,1794,3992,3072,📈 passive income daily,0,1,1
lisa_writes,65,119,16,High school teacher | making STEM fun,0,1,0
emma.j,52,39,8,Medical student | future doctor 🩺,0,1,0
cristiano972,885837,37,35,Official fan account,0,1,1
9182736450,3951,4392,5491,📈 passive income daily,0,1,1
1234567890ab,2,6281,3,,0,0,1
taylorswift,238771661,1111,1777,Professional athlete | Team captain | Brand ambassador,1,1,0
daniel_f,165,138,5,UX designer @Meta,0,1,0
zz_promo_zz,10,7319,2,,0,0,1
amy_joy,94,29,5,Nurse practitioner | women's health advocate,0,1,0
creative_dan,294,503,5,Gaming streamer | Twitch partner 🎮,0,1,0
99882736450,5175,7318,7682,investment advisor DM me,0,1,1
q7w8e9r0t1y2,0,4993,4,📈 passive income daily,0,0,1
9182736450,911,3406,7562,NFT investor | crypto tips,0,1,1
grace_beauty,62,67,9,Artist | Digital creator ✨,0,1,0
cristiano895,826779,22,46,Official fan account,0,1,1
mindful_maya,50,69,5,UX designer @Meta,0,1,0
mark_adventure,50,24,5,Blogger | Lifestyle & wellness,0,1,0
lisa_writes,56491,79,12,♻️ repost to win $1000,0,0,1
get_rich_88,5,5890,0,Real estate investor | DM for passive income secrets,0,1,1
creative_dan,140717,14,0,Click link below 💰,0,1,1
sarah_smith,50,28,12,Marketing professional | keynote speaker,0,1,0
kyliejenner,273280829,1346,4574,Official account. For business: manager@agency.com,1,1,0
daniel_f,50,36,5,Architect | sustainable design,0,1,0
dev_pete,11397,70,9,Real estate investor | DM for passive income secrets,0,1,1
kimkardashian,166520240,1162,4036,Professional athlete | Team captain | Brand ambassador,1,1,0
nft_dropper_69,5510,4334,6977,promo available 📩,0,1,1
xXx_profit_xXx,46,7053,3,🔞 link in bio,0,0,1
mark_adventure,50,43,12,Fashion designer | PR welcome,0,1,0
lena_captures,50,47,5,Developer | Open source enthusiast,0,1,0
earn_fast_2024,5,6875,1,btc eth airdrop free coins,0,0,1
botanist_beth,50,96,5,Medical student | future doctor 🩺,0,1,0
tom_techie,485046,32,4,NFT investor | crypto tips,0,1,1
kyliejenner,290783736,1579,1527,Iconic musician 🎸 | 40+ years on stage,1,1,0
botanist_beth,56,51,5,Chef | Recipe creator 🍳,0,1,0
earn_fast_2024,564,2802,4964,follow for follow back,0,1,1
follow_back_101,28,3868,0,,0,1,1
lisa_writes,50,66,14,Podcaster | interviewing founders,0,1,0
b.scott.official,162,386,5,High school teacher | making STEM fun,0,1,0
chef_marco,357027,93,7,follow for follow back,0,1,1
the_real_sam,481151,61,7,earn $500/day 👇,0,0,1
get_rich_88,38,5625,4,promo available 📩,0,1,1
q7w8e9r0t1y2,46,3537,2,,0,0,1
paul_runs,725,1057,5,Musician. Coffee addict. ☕,0,1,0
oprah,43579419,1176,334,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
lisa_writes,50,55,5,Wildlife photographer based in Kenya,0,1,0
the_real_sam,281,365,9,UX designer @Meta,0,1,0
arianagrande728,1947039,18,8,Official fan account,0,1,1
fit_jessica,108,263,6,Dog lover 🐾 | Hiking | Books,0,1,0
tradebot_fx,2026,3646,5361,crypto signals ✅ 99% win rate,0,1,1
therock248,1442498,38,35,Official fan account,0,1,1
justinbieber,286178085,1135,2747,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
photo_by_anna,50,59,5,News journalist @NYT,0,1,0
tradebot_fx,5791,4848,5675,Click link below 💰,0,1,1
mark_adventure,64,118,5,Medical student | future doctor 🩺,0,1,0
chef_marco,60434,32,11,DM me to grow your account fast,0,0,1
emma.j,272,130,16,Architect | sustainable design,0,1,0
cristiano139,819581,40,37,Official fan account,0,1,1
amy_joy,324,748,19,Nurse practitioner | women's health advocate,0,1,0
real_human_01234,5364,5199,2002,NFT investor | crypto tips,0,1,1
selenagomez26,65400,22,44,Official fan account,0,1,1
free_followers_now,3269,2117,3653,FREE BTC airdrop → link in bio,0,1,1
zz_promo_zz,79,6704,0,♻️ repost to win $1000,0,1,1
free_follower_bot,1406,5402,6994,🔞 link in bio,0,1,1
fit_jessica,182,130,5,Architect | sustainable design,0,1,0
mark_adventure,50,30,7,Fashion designer | PR welcome,0,1,0
amy_joy,70,111,5,News journalist @NYT,0,1,0
airdrop_winner99,6100,3158,3383,earn $500/day 👇,0,1,1
acc29471838,62,5977,0,,0,0,1
chef_marco,50,50,5,Entrepreneur | Founder @startup,0,1,0
therock,280377372,431,1379,Professional athlete | Team captain | Brand ambassador,1,1,0
natgeo943,1144294,13,9,Official fan account,0,1,1
photo_by_anna,50,30,5,Podcaster | interviewing founders,0,1,0
realmadrid843,1276030,45,11,Official fan account,0,1,1
taylorswift335,513749,36,21,Official fan account,0,1,1
beyonce,166948936,1501,2101,Grammy-winning artist 🎵 | New album out now,1,1,0
dev_pete,863,1652,7,Freelance illustrator | art prints available,0,1,0
code_master,986111,2868,1806,mom of 3 | foodie 🍕,1,1,0
kimkardashian,68944377,1153,4473,Official account. For business: manager@agency.com,1,1,0
mindful_maya,50,72,5,Dance teacher | choreographer,0,1,0
crypto_king_9999,44,5147,0,follow for follow back,0,1,1
amy_joy,492390,42,0,earn $500/day 👇,0,1,1
everyday_elena,50,60,7,Entrepreneur | Founder @startup,0,1,0
sarah_smith,990258,682,2909,Entrepreneur | Founder @startup,1,1,0
arianagrande,231305688,815,4906,International supermodel | Agency: IMG Models,1,1,0
kimkardashian,187371146,1393,4516,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
paul_runs,190995,1548,808,Gaming streamer | Twitch partner 🎮,0,1,0
everyday_elena,227,551,9,Entrepreneur | Founder @startup,0,1,0
tradebot_fx,60,7449,2,Click link below 💰,0,0,1
mark_adventure,159,286,5,Podcaster | interviewing founders,0,1,0
earn_fast_2024,4039,3023,3019,,0,1,1
nina_art,57,24,5,Blogger | Lifestyle & wellness,0,1,0
journeys_with_kai,429741,95,5,Get free followers — click bio link,0,0,1
zz_promo_zz,3376,3749,5647,Click link below 💰,0,1,1
airdrop_winner99,6488,5000,4798,promo available 📩,0,1,1
follow_back_101,6638,6672,7544,Click link below 💰,0,1,1
free_follower_bot,4573,6291,4532,,0,1,1
fcbarcelona222,866921,1,38,Official fan account,0,1,1
photo_by_anna,545955,906,492,Entrepreneur | Founder @startup,0,1,0
creative_dan,862465,490,2779,High school teacher | making STEM fun,1,1,0
99882736450,62,6581,4,,0,0,1
1234567890ab,55,6698,0,crypto signals ✅ 99% win rate,0,0,1
john_doe,106,177,10,Podcaster | interviewing founders,0,1,0
earn_fast_2024,5352,2780,7213,crypto signals ✅ 99% win rate,0,1,1
1234567890ab,9,6967,1,NFT investor | crypto tips,0,1,1
beyonce,40186267,335,2966,Fashion icon | Creative Director @LuxuryBrand,1,1,0
beyonce38,1302004,45,13,Official fan account,0,1,1
b.scott.official,50,80,9,Marketing professional | keynote speaker,0,1,0
justinbieber626,1045783,37,11,Official fan account,0,1,1
fcbarcelona,46297993,894,2566,Nobel Peace Prize laureate | Activist,1,1,0
1234567890ab,7296,7445,5492,follow for follow back,0,1,1
therock389,1032169,2,27,Official fan account,0,1,1
q7w8e9r0t1y2,2487,2334,5041,📈 passive income daily,0,1,1
oprah,193127311,1902,2256,Professional athlete | Team captain | Brand ambassador,1,1,0
justinbieber734,181962,12,49,Official fan account,0,1,1
code_master,50,97,5,Entrepreneur | Founder @startup,0,1,0
acc29471838,979,2083,1503,Click link below 💰,0,1,1
99882736450,17,6182,0,Real estate investor | DM for passive income secrets,0,1,1
lisa_writes,50,90,5,Podcaster | interviewing founders,0,1,0
paul_runs,146,178,5,Teacher & lifelong learner 📚,0,1,0
the_real_sam,197640,90,2,📈 passive income daily,0,0,1
justinbieber,30070763,1558,4211,Nobel Peace Prize laureate | Activist,1,1,0
chef_marco,277214,16,11,,0,0,1
lisa_writes,55323,66,11,,0,0,1
dev_pete,514692,621,1850,software engineer @ Google,1,1,0
lisa_writes,288971,374,1039,Traveler | 50+ countries visited ✈️,0,1,0
zz_promo_zz,75,5255,0,🔞 link in bio,0,1,1
lisa_writes,50,106,5,Musician. Coffee addict. ☕,0,1,0
oprah,38757939,1059,3984,Fashion icon | Creative Director @LuxuryBrand,1,1,0
code_master,53,78,60,Dance teacher | choreographer,0,1,0
b.scott.official,50,78,5,Musician. Coffee addict. ☕,0,1,0
tradebot_fx,3000,5439,4028,,0,1,1
arianagrande,213740078,893,4230,Fashion icon | Creative Director @LuxuryBrand,1,1,0
airdrop_winner99,3424,6305,2817,,0,1,1
botanist_beth,50,118,9,Data scientist | ML researcher,0,1,0
surf_with_evan,180857,885,1992,Wildlife photographer based in Kenya,1,1,0
john_doe,74,147,19,Marketing professional | keynote speaker,0,1,0
amy_joy,105,150,5,Entrepreneur | Founder @startup,0,1,0
acc29471838,7758,3326,4140,FREE BTC airdrop → link in bio,0,1,1
code_master,899189,1649,918,Traveler | 50+ countries visited ✈️,0,1,0
natgeo,269611597,1548,3282,Professional athlete | Team captain | Brand ambassador,1,1,0
acc29471838,6797,7303,1248,,0,1,1
chris_builds,240,430,11,Podcaster | interviewing founders,0,1,0
fit_jessica,278698,65,2,,0,1,1
amy_joy,95,146,5,Freelance illustrator | art prints available,0,1,0
amy_joy,80,79,5,Artist | Digital creator ✨,0,1,0
nike,255309570,1310,876,Grammy-winning artist 🎵 | New album out now,1,1,0
airdrop_winner99,1577,3879,7913,,0,1,1
airdrop_winner99,61,5934,4,earn $500/day 👇,0,0,1
sarah_smith,50,123,9,Environmental activist 🌱,0,1,0
follow_back_101,3171,4401,6978,📈 passive income daily,0,1,1
oprah905,1419034,15,49,Official fan account,0,1,1
follow_back_101,4326,7193,5185,investment advisor DM me,0,1,1
natgeo838,1804083,25,48,Official fan account,0,1,1
taylorswift917,1117141,4,44,Official fan account,0,1,1
amy_joy,319836,22,9,📈 passive income daily,0,1,1
real_human_01234,3824,4242,3308,,0,1,1
therock108,1878940,17,49,Official fan account,0,1,1
selenagomez722,1174073,9,42,Official fan account,0,1,1
airdrop_winner99,71,4295,4,,0,0,1
follow_back_101,2861,5414,4694,📈 passive income daily,0,1,1
mark_adventure,79620,22,6,follow for follow back,0,0,1
tim_cook768,1517878,46,5,Official fan account,0,1,1
chris_builds,50,41,5,Freelance illustrator | art prints available,0,1,0
tim_cook567,1787429,44,9,Official fan account,0,1,1
code_master,101495,2763,1863,mom of 3 | foodie 🍕,0,1,0
chef_marco,49998,3,9,,0,1,1
arianagrande728,351304,35,33,Official fan account,0,1,1
bot_account_7,6745,5439,6179,investment advisor DM me,0,1,1
john_doe,273331,1383,1263,Medical student | future doctor 🩺,0,1,0
follow_back_101,38,5456,3,investment advisor DM me,0,1,1
1234567890ab,32,5039,3,,0,1,1
alex_travel,972833,1007,2482,Retired engineer | amateur astronomer 🔭,0,1,0
a8f7d3k9p2,40,5137,4,follow for follow back,0,0,1
lisa_writes,50,52,5,Freelance illustrator | art prints available,0,1,0
lisa_writes,219478,87,9,,0,1,1
nina_art,408375,2663,2227,Environmental activist 🌱,0,1,0
tim_cook729,1905602,13,31,Official fan account,0,1,1
crypto_king_9999,65,3198,0,btc eth airdrop free coins,0,1,1
surf_with_evan,50,39,18,Podcaster | interviewing founders,0,1,0
mindful_maya,50,108,5,Freelance illustrator | art prints available,0,1,0
lena_captures,80,122,12,software engineer @ Google,0,1,0
tom_techie,964522,1728,2134,Dance teacher | choreographer,0,1,0
mike_2023,61,124,5,Dog lover 🐾 | Hiking | Books,0,1,0
bot_account_7,5334,7402,7555,earn $500/day 👇,0,1,1
john_doe,72,154,17,Podcaster | interviewing founders,0,1,0
chris_builds,50,66,5,Environmental activist 🌱,0,1,0
paul_runs,343673,37,8,earn $500/day 👇,0,0,1
99882736450,73,7189,1,,0,1,1
dev_pete,50,45,5,Blogger | Lifestyle & wellness,0,1,0
chris_builds,50,52,6,Medical student | future doctor 🩺,0,1,0
surf_with_evan,125,247,5,photographer | travel 📷,0,1,0
airdrop_winner99,6107,2541,4256,Real estate investor | DM for passive income secrets,0,1,1
lisa_writes,50,93,6,Artist | Digital creator ✨,0,1,0
free_followers_now,6595,3241,4068,FREE BTC airdrop → link in bio,0,1,1
paul_runs,153334,85,5,NFT investor | crypto tips,0,1,1
fit_jessica,439654,31,12,crypto signals ✅ 99% win rate,0,1,1
arianagrande,114459759,1402,1406,Professional athlete | Team captain | Brand ambassador,1,1,0
tom_techie,50,28,14,fitness coach 💪 DM for plans,0,1,0
grace_beauty,122177,26,3,crypto signals ✅ 99% win rate,0,0,1
everyday_elena,50,58,5,Freelance illustrator | art prints available,0,1,0
alex_travel,669054,2781,1978,Dog lover 🐾 | Hiking | Books,0,1,0
sarah_smith,50,111,5,fitness coach 💪 DM for plans,0,1,0
journeys_with_kai,255,217,5,fitness coach 💪 DM for plans,0,1,0
journeys_with_kai,50,75,5,Marketing professional | keynote speaker,0,1,0
a8f7d3k9p2,22,5630,2,,0,0,1
alex_travel,59,82,5,Developer | Open source enthusiast,0,1,0
acc29471838,26,3101,3,follow for follow back,0,1,1
sarah_smith,252878,50,8,DM me to grow your account fast,0,1,1
oprah,39672726,114,2990,Nobel Peace Prize laureate | Activist,1,1,0
mike_2023,337282,38,6,Click link below 💰,0,1,1
chris_builds,253238,15,11,crypto signals ✅ 99% win rate,0,1,1
journeys_with_kai,469861,63,10,promo available 📩,0,1,1
selenagomez664,438650,47,49,Official fan account,0,1,1
everyday_elena,349351,9,5,earn $500/day 👇,0,0,1
beyonce441,1036672,47,14,Official fan account,0,1,1
amy_joy,23745,71,0,btc eth airdrop free coins,0,0,1
grace_beauty,70,136,5,Podcaster | interviewing founders,0,1,0
photo_by_anna,81,161,5,Dog lover 🐾 | Hiking | Books,0,1,0
99882736450,1845,6378,4236,,0,1,1
chris_builds,50,97,21,Retired engineer | amateur astronomer 🔭,0,1,0
crypto_king_9999,24,4024,0,♻️ repost to win $1000,0,0,1
taylorswift,59196973,986,2639,Official account. For business: manager@agency.com,1,1,0
xXx_profit_xXx,7159,3020,2726,,0,1,1
99882736450,1422,3781,6921,,0,1,1
surf_with_evan,77,119,5,Environmental activist 🌱,0,1,0
alex_travel,80,158,5,Data scientist | ML researcher,0,1,0
airdrop_winner99,1692,6124,3956,,0,1,1
neymarjr,254719586,1339,1251,Oscar-winning director | Production company: @StudioX,1,1,0
mindful_maya,50,120,5,Yoga instructor | wellness coach 🧘,0,1,0
nina_art,319237,2309,1794,UX designer @Meta,1,1,0
chris_builds,153811,65,11,FREE BTC airdrop → link in bio,0,0,1
user8374629,41,6363,4,,0,1,1
zz_promo_zz,70,4922,4,,0,1,1
elonmusk941,1684443,38,7,Official fan account,0,1,1
neymarjr,57651936,346,3526,Nobel Peace Prize laureate | Activist,1,1,0
jeffbezos308,1540065,0,19,Official fan account,0,1,1
fcbarcelona,296750767,1156,1242,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
free_follower_bot,11,5244,3,📈 passive income daily,0,1,1
zz_promo_zz,7314,7374,1376,follow for follow back,0,1,1
fit_jessica,50,42,5,Medical student | future doctor 🩺,0,1,0
airdrop_winner99,64,5343,2,,0,0,1
crypto_king_9999,32,5271,3,earn $500/day 👇,0,1,1
code_master,50,91,5,Musician. Coffee addict. ☕,0,1,0
lisa_writes,191,243,5,Fashion designer | PR welcome,0,1,0
photo_by_anna,50,36,5,Yoga instructor | wellness coach 🧘,0,1,0
tim_cook,177324591,1139,3345,International supermodel | Agency: IMG Models,1,1,0
alex_travel,372551,61,4,investment advisor DM me,0,0,1
tom_techie,179973,846,1811,Wildlife photographer based in Kenya,1,1,0
paul_runs,50,98,8,Dog lover 🐾 | Hiking | Books,0,1,0
user8374629,5508,5238,7221,♻️ repost to win $1000,0,1,1
john_doe,48824,61,13,FREE BTC airdrop → link in bio,0,1,1
journeys_with_kai,50,111,25,fitness coach 💪 DM for plans,0,1,0
photo_by_anna,50,47,5,Environmental activist 🌱,0,1,0
oprah,143973462,161,3524,CEO @Fortune500 | Author | Speaker,1,1,0
code_master,941987,802,1474,Fashion designer | PR welcome,1,1,0
grace_beauty,50,100,5,fitness coach 💪 DM for plans,0,1,0
zz_promo_zz,1631,4057,2637,♻️ repost to win $1000,0,1,1
